timestamp,merchant_name,category,amount,currency
2024-05-03 23:41:00+00:00,Cabify,Travel & Transportation,-9.42,EUR
2024-05-04 00:22:08+00:00,45/33 Bar,Entertainment,-5.8,EUR
2024-05-04 16:13:03+00:00,Mercadona,Groceries,-9.37,EUR
2024-05-04 17:52:32+00:00,Bar Prieto,Restaurants,-8.1,EUR
2024-05-04 18:13:32+00:00,Bar Pietro,Restaurants,-2.5,EUR
2024-05-04 19:23:21+00:00,Tio Bigotes,Restaurants,-2.6,EUR
2024-05-04 20:32:25+00:00,Mint Bar,Entertainment,-6.0,EUR
2024-05-04 21:49:02+00:00,Mint Bar,Entertainment,-3.0,EUR
2024-05-05 00:35:14+00:00,Uber Eats,Restaurants,-18.77,EUR
2024-05-05 18:41:35+00:00,el Fornet,Restaurants,-2.45,EUR
2024-05-05 22:51:20+00:00,Antonias Burger,Restaurants,-21.75,EUR
2024-05-06 12:11:44+00:00,el Fornet,Restaurants,-2.65,EUR
2024-05-06 12:36:54+00:00,Mercadona,Groceries,-6.48,EUR
2024-05-06 19:41:24+00:00,Mercadona,Groceries,-8.38,EUR
2024-05-07 12:45:39+00:00,DIAGONAL,Restaurants,-9.45,EUR
2024-05-07 13:53:21+00:00,Massimo Dutti,Shopping,-40.05,EUR
2024-05-07 18:08:05+00:00,Mercadona,Groceries,-10.14,EUR
2024-05-07 22:00:56+00:00,Vueling,Travel & Transportation,-189.98,EUR
2024-05-08 01:59:45+00:00,TMB,Travel & Transportation,-42.7,EUR
2024-05-08 11:55:55+00:00,Del Molino Roa,Restaurants,-5.6,EUR
2024-05-08 12:15:04+00:00,Del Molino Roa,Restaurants,-1.2,EUR
2024-05-08 12:29:05+00:00,Del Molino Roa,Restaurants,-2.5,EUR
2024-05-08 14:51:06+00:00,Heymei,Restaurants,-5.45,EUR
2024-05-08 20:08:05+00:00,T Mobilitat App,Travel & Transportation,-42.7,EUR
2024-05-08 21:31:22+00:00,Ferrocarrils de la Generalitat Catalunya,Travel & Transportation,-42.7,EUR
2024-05-09 09:50:52+00:00,YEGO,Travel & Transportation,-2.64,EUR
2024-05-09 11:56:59+00:00,Del Molino Roa Sl,Restaurants,-5.6,EUR
2024-05-09 13:19:29+00:00,Del Molino Roa Sl,Restaurants,-1.2,EUR
2024-05-09 14:08:08+00:00,MacxiPA,Restaurants,-1.8,EUR
2024-05-09 16:09:52+00:00,L'Empanaderia de Gràcia,Restaurants,-5.4,EUR
2024-05-09 21:13:15+00:00,Five Guys,Restaurants,-14.65,EUR
2024-05-10 04:31:07+00:00,Cabify,Travel & Transportation,-27.09,EUR
2024-05-10 05:13:24+00:00,Pans & Company,Restaurants,-1.95,EUR
2024-05-10 18:05:13+00:00,Mercadona,Groceries,-11.07,EUR
2024-05-10 20:32:09+00:00,Festafib Comit,Entertainment,-3.0,EUR
2024-05-10 21:04:43+00:00,Festafib Comit,Entertainment,-2.0,EUR
2024-05-12 16:57:07+00:00,Carrefour,Groceries,-1.85,EUR
2024-05-13 16:33:50+00:00,Carrefour,Groceries,-2.25,EUR
2024-05-13 19:39:09+00:00,Pnvt Prs Brothers,Restaurants,-6.9,EUR
2024-05-13 20:23:14+00:00,Bvba Posse,Restaurants,-5.4,EUR
2024-05-13 23:28:36+00:00,Amazon,Shopping,-8.99,EUR
2024-05-14 01:03:45+00:00,In Den Boule,Restaurants,-5.4,EUR
2024-05-14 12:46:20+00:00,'t Smullerke,Restaurants,-6.5,EUR
2024-05-14 13:26:57+00:00,Pizza Virona,Restaurants,-3.5,EUR
2024-05-14 14:01:17+00:00,Pnvt Prs Brothers,Restaurants,-2.5,EUR
2024-05-15 13:32:05+00:00,Mercadona,Groceries,-18.86,EUR
2024-05-16 07:42:06+00:00,Bicing,Travel & Transportation,-0.35,EUR
